Review_Time,Review_Text,rating
11 bulan lalu,Selalu rame,5
setahun lalu,"Mie 7/10, siomay 8/10, pangsit 7/10",4
2 tahun lalu,"Secara masakan sih enak dengan menu yang spesifik namun disajikan unik. Nagih? Ya. Untuk dine in, lama waktu penyajian tidak lebih lama dari waktu antre. Tapi kalo take away? Hmm jangan tanya. Dijamim ngelumut. Karena memang gacoan ini …",4
setahun lalu,Rameeeee antriannyaaaaa gatau bingung ajaaa sama gacoan,3
2 tahun lalu,"Makanannya enak, harganya terjangkau. Tapi khusus untuk cabang yang ini, antreannya panjang dan kasirnya suka ngobrol jadi lama banget antrenya. …",3
setahun lalu,"Tempatnya cozy, mantap gan menunya 🔥",5
5 bulan lalu,Mantap,5
10 bulan lalu,Tempat yg selalu rame...,5
2 tahun lalu,"Ke sini diajak temen yang meang ngrekomendasiin tempat makan ini..yang antrinya aduh panjang bener untuk mau order aja..
Tapi menurut sy (opini sy ya) Biasaaaa aja mie nya (cenderung ngga enak..padahal …",3
2 tahun lalu,"Makanannya Enak....namun atrinya bikin batal beli, sebaiknya tambah kasirnya jadi 5 orang jangan hanya satu...bila begitu terus, lambat laun pembeli kabur dan tidak kembali lagi....",3
setahun lalu,Betah banget euy,5
7 bulan lalu,Faforit kalo masalah mei,5
2 tahun lalu,Pelayanan bagus..tinggal antre dan nunggu nya biar ga bgtu lama aja biar tambah yg loyal konsumen kesana..tertata pola kerja nta juga bagus.. sd sampah dan t4 buangan juga terjaga..ga spt yg mie gacoan babarsari bau banget..sdh antre lama order sambil dikasih aroma sampahnya yg di depan dkt dengan kasir... jadi ga mood dech...,4
2 tahun lalu,"Pelayanan sangat lama. Bukan berarti gara gara ramai. Kalo memang ramai mohon du tambah pegawai atau di buat sedemikian rupa agar lebih cepat. Banyaj restoran lama tpi tidak selama ini, saya nunggu 1 jam setengah untuk 2 porsi mie saja di bawa pulang.",1
2 tahun lalu,Mienya enak,5
2 tahun lalu,"waaah kalo mau ke sini kudu ngantri paaannnnjjjaaaaaang. saran aja, di buat kasir nya lbh dr 1.apalg ada gojek dan grab yg ngantri. diharapkan kasirnya pun dibedakan antara customer biasa dan khusis gofood/grabfood",4
2 tahun lalu,"Harga makanan relatif terjangkau
Dan asik juga untuk nongkrong …",4
2 tahun lalu,"Salah tempat makan mie terfavorit dijogja antrinya bisa sampe lama banget, menurutku pribadi rasanya emang enak, pedasnya bisa disesuaikan dengan level kita masing-masing, aku biasanya pesen mie iblis level 3, itu udah pedes banget menurut …",5
2 tahun lalu,"Tidak ada yang tidak suka disini, hanya saja kalau siang bagian tempat duduk sisi barat panas karena sebagian tidak tertutup",5
setahun lalu,Mie kekinian dengan rasa yang enak... Pilihan bisa pedas ato tidak pedas... Pangsit goreng dan lumpia udang... Recomended,5
setahun lalu,Mantappp...nagihhhh,5
2 tahun lalu,Mie pedes kekinian level-levelan. Pedesnya cabe beneran. Harganya juga jadi naik level dibanding mi aa burjo. Ada menu pendamping dimsum2an. Tempat duduknya banyak ada lantai bawah dan atas. Waktu datang langsung aja antri di kasir khusus …,4
2 tahun lalu,"Menjual mie dengan berbagai macam rasa pedas dan berlevel. Tidak pas jika terlalu lama spt mengerjakan tugas, berdiskusi, dll karena tempat ini sangat ramai, sehingga banyak yang mengantri.",5
setahun lalu,"Enak, murah, nyaman",4
2 tahun lalu,"rasa mie nya enak si buat harga segitu, tapi buat yang mau makan di sana pastiin kalo kalian lagi gk buru buru, soalnya antri banget, kalo gk mau antru atau gk punya waktu banyak mending di go-food in aja klo egk di grab food in aja",4
2 tahun lalu,"Kesini karena kepo sama antrenya yg panjang. Akhirnya coba deh kesini. Ternyata ga lama"" banget ngantre karena pelayanannya cepat. Pesanan datangnya juga ga lama. Dengan harga segitu, lumayan sih udah dapet porsi dan topping + dimsum yg …",5
setahun lalu,"Enak, pedes, tapi sayang antri banyak, sistem pembayaran cuma ada 1 kasir, harusnya diperbanyak kasirnya biar ga menimbulkan antri yg panjang banget.",4
2 tahun lalu,"BERMINYAK BANGET :(
Gapernah beli langsung ke tempat sih kalo disini.
Pangsitnya juga sering keras banget kayak digoreng 2x gitu. …",3
2 tahun lalu,"mie nya enak, aku suka yang mie setan. level pedesnya level 0 sampai level 8. level 8 pedesnya nampol banget sampe nangis. harganya terjangkau 10ribuan aja udah dapet mie dengan toping ayam (ayamnya alus bgt gitu sampe g berasa ayam hehe), …",4
2 tahun lalu,"Antrinya ngudubilaaahhh..ql rasanya sesuai ekspektasi sih gpp..tpi rasanya jauh dri ekspektasi sy...nyoba es genderuwo,es pocong sma es tuyul..gk ada yg sreg..",1
2 tahun lalu,Makananannya superr enak dan murah. Cuma ga suka pelayanannya aja. Ga ramah sama sekali. Kadang suka nyalah2in pengunjung karna ga denger waktu dipanggil lah ato apa. Pernah juga pelayannya kayak marah gitu suruh beresin meja malah …,3
11 bulan lalu,Menunya murah banget cocok buat nongkrong,5
2 tahun lalu,Mienya haluss,5
6 bulan lalu,Lama banget,1
5 bulan lalu,Rame,5
9 bulan lalu,Tidak ada tempat parkir mobil,4
2 tahun lalu,Restoran Mantap pelayanan cepet.. Yg bilang lama hanya orang GILA..!!! Lanjutkan antrianya sampai lapangan UNY jg gpp!!,5
11 bulan lalu,Enak ah mantap 😀👍,4
2 tahun lalu,"Pelayanan kurang bagus, saya sdh nunggu 1 setengah jam makanan blm ada yg dtng, malahan yg datangnya setelah saya sdh dpt makanan duluan. Pegawainya juga kurang ramah dlm melayani pelanggan",1
2 tahun lalu,Untuk rasa diatas lumayan karena berani ngasih pangsit rasa ayam yang lumayan besar . Kebersihan baik cuma kurang waktu antrinya aja lama,4
2 tahun lalu,"Tolong dong kalo antrian sudah banyak orderan aplikasi dimatikan dulu, biar sama sama enak ngga nunggu lama sekali",1
2 tahun lalu,"Cozy sih, tapi antriannya lama. Usul, kasir ditambh jadi 2. Jadinya 1 buat yg pesen makan di tempat, 1nya kusus buat ojek online. Biar yang mampir makan siang jadi ga nunggu kelamaan.",3
2 tahun lalu,"Mie nya enak, pedasnya juga enak, tempatnya menyenangkan intagramable, dan pelayanannya sangat baik. Ramai sekali jadi anda harus bersabar namun waktu tunggu pesanan tidak terlalu lama dengan antrian yang panjang.",5
2 tahun lalu,"Makanannya sih enakk, murah. Tempatnya juga oke. Tapi sayang, pelayanannya kurang.. Pelayannya ga ramah. Dan antre nyaa panjang banget, pdhal makanannya enak, tapi kalo liat antrenya segitu banyaknyaa dengan sistem kasir seperti ituu hanya …",3
2 tahun lalu,"Antriannya lama sekali...harusnya dibuat tambahan kasir
Karena konsumen umum & ojol jadi satu
Kasihan Bapak2 ojol yg ngantri untuk transaksi direstoran tersebut belum lagi …",3
2 tahun lalu,"Enak , level pedesnya masih ada yg bisa dimakan, bagi orang2gak begitu tahan pedes seperti ku, penamaannya juga unik, gak gitu lama nunggu makanan datang, minumnya juga enak, cuma kurang begitu suka saat petugasnya ambilin piring kosongku …",3
setahun lalu,Pelayanan cepat,5
2 tahun lalu,Tempat makan yamie yg sedang ngehits bagi anak muda jogja. dgn lokasi strategis dkt kampus UNY dan rasa serta menu yg menggelitik utk dicoba. tp sayangnya mungkin krn banyak pengunjung mengakibatkan pesanan lama diterima,4
setahun lalu,Enak gaes,5
2 tahun lalu,"Antrian konsumen terlalu panjang..sampek* ke jalan raya.. membahayakan bagi pengendara..juga bagi para konsumen.nya... mohon untuk cari cara untuk mengatasi antrianya..  sprti kasih kasir 2 ,, bagi konsumen biasa dan bagi konsumen online.. dari dulu ga ada perubahan.nya...",1
2 tahun lalu,"Antrian mengular , waktu tunggu hingga 1 jam tempat sumpek , makanan rasaanya seperti makanan pedas lainya gak ada sesuatu yang spesial",2
2 tahun lalu,"rasa : oke
pelayanan kasir : kurang adil, antrian saya dlompati.
antrian numpuk panjang padahal ddalam banyak yg kosong, strategi atau pelayanan blm dbenahi?",3
setahun lalu,"Asyique buat kumpul temen, harga terjangkau, rasa standar",4
setahun lalu,Murah meriah,5
setahun lalu,"Rasa dan harga lumayan, tapi antrenya panjang banget, sampai ojol kadang males kalo ada orderan disini wkwk",4
2 tahun lalu,Murah. Rame bangett... dan terlalu banyak yg order via online jadi ngeliatnya kurang estetis,4
2 tahun lalu,"Amat sangat ramai sekali. Harus sabar antri kayanya, nyoba pesen online ternyata rasanya memang enak banget 😁",5
2 tahun lalu,"Tempat nongkrong ya cozy banget dan deket sama kampus juga ya. Bagi penggemar pedes, bisa banget nih nyoba disini. Gausah khawatir harga, karena sangat ramah di kantong. Menunya juga lumayan variatif lho. Tempatnya juga instagramable, buat hangout sama temen² ataupun keluarga.",4
setahun lalu,Mie nya mantap,4
setahun lalu,Mantapp viewnya,5
2 tahun lalu,"Harga tidak terlalu mahal, enak, pedes nya mantul, siomaynya enak banget, pangsitnya banyak, es teh nya manis, ramai sekali antri mesen makannya tapi kalo udah pesen cepet dateng makanannya, enak tempatnya seger, lokasinya strategis.",5
2 tahun lalu,"Ini cabangnya Babarsari maaf masukan sudah beberapa kali pesan via grab kok rasanya berubah-ubah ya,nakasih",4
2 tahun lalu,"Waiters : 8
Cashier : 6
Taste: 9 …",4
